name,type,type_en,tags
cake-off,轮廓线,outline,"baking, birthday, party, chocolate, sweet, cake, off, meal, cuisine, disabled"
cake-roll,轮廓线,outline,"dessert, pastry, roll, sweet, delicacy, treat, bake, confection, culinary, indulgence"
cake,轮廓线,outline,"baking, birthday, party, chocolate, sweet, cake, meal, cuisine, eating, nutrition"
calculator-off,轮廓线,outline,"math, count, add, subtract, multiply, divide, amount, calculator, off, hardware"
calculator,轮廓线,outline,"math, count, add, subtract, multiply, divide, amount, calculator, hardware, technology"
calendar-bolt,轮廓线,outline,"schedule, event, important, appointment, planning, date, reminder, online, organize, alert"
calendar-cancel,轮廓线,outline,"schedule, event, remove, appointment, planning, date, withdraw, online, organize, exit"
calendar-check,轮廓线,outline,"schedule, event, confirm, appointment, planning, date, reminder, online, organize, verify"
calendar-clock,轮廓线,outline,"time-calendar, schedule-clock, appointment, date-time, event-schedule, timing, calendar-clock, agenda, time-management, calendar-event"
calendar-code,轮廓线,outline,"schedule, program, appointment, planning, date, script, application, organize, develop, software"
calendar-cog,轮廓线,outline,"schedule, settings, appointment, planning, date, adjust, configure, organize, tools, preferences"
calendar-dollar,轮廓线,outline,"finance, money, transaction, budget, payment, expense, cash, currency, economy, wealth"
calendar-dot,轮廓线,outline,"highlight, note, marker, spot, focus, indicator, point, reminder, notation, calendar"
calendar-down,轮廓线,outline,"decrease, fall, drop, reduce, lower, descend, decline, diminish, plummet, subside"
calendar-due,轮廓线,outline,"date, deadline, schedule, calendar, due, control, operation, function, interface, management"
calendar-event,轮廓线,outline,"date, day, plan, schedule, agenda, calender, calendar, event, control, operation"
calendar-exclamation,轮廓线,outline,"alert, warning, attention, notice, important, danger, caution, urgent, signal, notify"
calendar-heart,轮廓线,outline,"love, affection, passion, devotion, romance, amour, care, fondness, esteem, cherish"
calendar-minus,轮廓线,outline,"date, day, plan, schedule, agenda, calender, calendar, minus, control, operation"
calendar-month,轮廓线,outline,"monthly-calendar, month-view, date-month, monthly-schedule, timeframe, calendar-grid, month, month-planner, monthly, date-grid"
calendar-off,轮廓线,outline,"date, day, plan, schedule, agenda, calender, calendar, off, control, operation"
calendar-pause,轮廓线,outline,"break, halt, stop, pause, interval, interruption, suspend, rest, freeze, delay"
calendar-pin,轮廓线,outline,"attach, secure, affix, fasten, anchor, connect, fix, hold, link, bind"
calendar-plus,轮廓线,outline,"date, day, plan, schedule, agenda, add, calender, calendar, plus, control"
calendar-question,轮廓线,outline,"inquiry, query, ask, doubt, ponder, wonder, hesitate, probe, investigate, explore"
calendar-repeat,轮廓线,outline,"recur, redo, reoccur, cycle, rerun, loop, reiterate, replicate, persist, continue"
calendar-sad,轮廓线,outline,"unhappy, gloomy, depressed, melancholy, downcast, sorrowful, mournful, dejected, somber, forlorn"
calendar-search,轮廓线,outline,"find, explore, look, seek, investigate, probe, scan, inspect, examine, detect"
calendar-share,轮廓线,outline,"distribute, divide, exchange, disseminate, spread, impart, convey, dispense, communicate, allocate"
calendar-smile,轮廓线,outline,"happy, joy, cheerful, delight, grin, beaming, pleased, content, satisfied, blissful"
calendar-star,轮廓线,outline,"favorite, highlight, acclaim, award, praise, commend, notable, shine, recognize, distinguish"
calendar-stats,轮廓线,outline,"plan, timetable, schedule, meeting, busy, month, year, date, statistics, calender"
calendar-time,轮廓线,outline,"plan, timetable, schedule, meeting, busy, month, year, date, calender, calendar"
calendar-up,轮廓线,outline,"increase, rise, ascend, elevate, boost, uplift, advance, soar, enhance, improve"
calendar-user,轮廓线,outline,"person, participant, profile, individual, member, identity, account, actor, registrant, subscriber"
calendar-week,轮廓线,outline,"weekly-calendar, week-view, date-week, weekly-schedule, timeframe, calendar-grid, week, week-planner, weekly, date-grid"
calendar-x,轮廓线,outline,"close, delete, remove, terminate, reject, end, discard, annul, erase, cancel"
calendar,轮廓线,outline,"date, day, plan, schedule, agenda, calender, calendar, control, operation, function"
camera-ai,轮廓线,outline,"video, photo, aperture, camera, content, entertainment, ai, multimedia, broadcast, audio"
camera-bitcoin,轮廓线,outline,"cryptocurrency, blockchain, digital, currency, investment, crypto, technology, finance, bitcoin, token"
camera-bolt,轮廓线,outline,"flash, lightning, electric, shock, energy, power, thunder, charge, zap, spark"
camera-cancel,轮廓线,outline,"stop, terminate, cease, abort, void, nullify, eliminate, delete, end, remove"
camera-check,轮廓线,outline,"verify, confirm, approve, validate, authenticate, cross-check, certify, inspect, examine, assure"
camera-code,轮廓线,outline,"program, software, develop, encrypt, script, scripting, technology, data, cyber, compute"
camera-cog,轮廓线,outline,"settings, gear, adjust, tune, configure, mechanism, system, setup, preferences, arrangement"
camera-dollar,轮廓线,outline,"money, finance, investment, currency, wealth, income, funding, cost, monetary, transaction"
camera-down,轮廓线,outline,"descend, reduce, lower, decrease, sink, diminish, fall, plummet, subside, ebb"
camera-exclamation,轮廓线,outline,"alert, notice, warning, attention, caution, notify, critical, important, signal, urgent"
camera-heart,轮廓线,outline,"love, affection, adore, cherish, fondness, warmth, romance, devotion, passion, caring"
camera-minus,轮廓线,outline,"video, photo, aperture, camera, minus, content, entertainment, subtract, remove, less"
camera-moon,轮廓线,outline,"night, lunar, dark, evening, nocturnal, stellar, celestial, astronomy, crescent, eclipse"
camera-off,轮廓线,outline,"video, photo, aperture, camera, off, content, entertainment, disabled, inactive, multimedia"
camera-pause,轮廓线,outline,"break, rest, halt, stop, interrupt, freeze, hold, suspend, delay, breather"
camera-pin,轮廓线,outline,"attach, connect, fix, secure, fasten, affix, anchor, hold, link, stick"
camera-plus,轮廓线,outline,"video, photo, aperture, camera, plus, content, entertainment, add, more, increase"
camera-question,轮廓线,outline,"photography, query, inquiry, lens, confusion, focus, doubt, investigation, curiosity, snapshot"
camera-rotate,轮廓线,outline,"photo, photography, picture, face, instagram, portrait, digital, smartphone, selfie, camera"
camera-search,轮廓线,outline,"photography, zoom, lens, exploration, discovery, hunting, seek, explore, investigate, snapshot"
camera-selfie,轮廓线,outline,"photo, photography, picture, face, instagram, portrait, digital, smartphone, camera, selfie"
camera-share,轮廓线,outline,"photography, social, send, exchange, connect, disseminate, distribute, broadcast, transmit, snapshot"
camera-spark,轮廓线,outline,"video, photo, aperture, camera, spark, content, entertainment, glitter, shine, flash"
camera-star,轮廓线,outline,"photography, favorite, highlight, lens, award, recognition, popularity, feature, special, snapshot"
camera-up,轮廓线,outline,"photography, upload, increase, rise, ascend, elevate, lens, promote, upgrade, snapshot"
camera-x,轮廓线,outline,"photography, delete, remove, cancel, close, terminate, dismiss, end, snapshot, camera"
camera,轮廓线,outline,"video, photo, aperture, camera, content, entertainment, multimedia, broadcast, audio"
camper,轮廓线,outline,"recreational, vehicle, outdoor, holiday, vacation, travel, camping, adventure, trip, caravan"
campfire,轮廓线,outline,"camping, bonfire, wood, camp, burn, flame, campfire, location, navigation, geography"
canary,轮廓线,outline,"bird, release, testing, deployment, warning, monitor, alert, early, detection, safety, check, indicator"
cancel,轮廓线,outline,"cancel, no, stop, abort, close, dismiss, reject, decline, geometry, form"
candle,轮廓线,outline,"light, birthday, decoration, halloween, fire, christmas, candle"
candy-off,轮廓线,outline,"sweet, food, sugar, cane, halloween, candy, off, meal, cuisine, disabled"
candy,轮廓线,outline,"sweet, food, sugar, cane, halloween, candy, meal, cuisine, eating, nutrition"
cane,轮廓线,outline,"candy, christmas, sweet, food, decoration, cane, medical, wellness, healthcare, treatment"
cannabis,轮廓线,outline,"marijuana, weed, drug, cbd, medical, cannabis, environment, natural, outdoor, ecosystem"
cap-projecting,轮廓线,outline,"headwear, visor, shield, sunshade, headgear, apparel, hat, protection, shade, cover"
cap-rounded,轮廓线,outline,"headwear, circular, smooth, soft, apparel, hat, protection, headgear, shield, fashion"
cap-straight,轮廓线,outline,"headwear, direct, linear, apparel, hat, protection, headgear, fashion, align, uniform"
capsule-horizontal,轮廓线,outline,"medicine, pharmaceutical, pill, treatment, drug, remedy, softgel, tablet, horizontal, health"
capsule,轮廓线,outline,"medicine, pharmaceutical, pill, treatment, drug, remedy, softgel, tablet, health, medication"
capture-off,轮廓线,outline,"photo, photographer, sharpen, capture, off, content, entertainment, disabled, inactive, multimedia"
capture,轮廓线,outline,"photo, photographer, sharpen, capture, content, entertainment, multimedia, broadcast, audio"
car-4wd,轮廓线,outline,"vehicle, off-road, traction, adventure, drive, power, automobile, transport, four-wheel, terrain"
car-crane,轮廓线,outline,"transport, truck, machine, lifter, car, crane, travel, vehicle, automobile, mobility"
